Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	sub_species	sample_name	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	External_Id	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Submitter_Id	common_name	lat_lon	collected_by	tissue_type	geographic_location_(region_and_locality)
ERR849938	WGS	200	11480930000	PRJEB9057	SAMEA3334660	7289693367	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930849	Illumina HiSeq 2000	DNA_419	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334660	ERP010115	missing	orientalis	DNA_419	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334660	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:35Z	public	DNA_419	Corvus corone orientalis X Corvus cornix	NA	NA	NA	NA
ERR849939	WGS	200	7101145400	PRJEB9057	SAMEA3334661	4486889887	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930850	Illumina HiSeq 2000	DNA_420	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334661	ERP010115	missing	orientalis	DNA_420	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334661	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:35Z	public	DNA_420	Corvus corone orientalis X Corvus cornix	NA	NA	NA	NA
ERR849940	WGS	200	3494955200	PRJEB9057	SAMEA3334622	2196630322	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930851	Illumina HiSeq 2000	DNA_421	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334622	ERP010115	missing	orientalis	DNA_421	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334622	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:37Z	public	DNA_421	NA	NA	NA	NA	NA
ERR849941	WGS	200	11260877800	PRJEB9057	SAMEA3334662	7066492605	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930852	Illumina HiSeq 2000	DNA_422	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334662	ERP010115	missing	orientalis	DNA_422	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334662	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:17:54Z	public	DNA_422	Corvus corone orientalis X Corvus cornix	NA	NA	NA	NA
ERR849942	WGS	200	8817644400	PRJEB9057	SAMEA3334462	5684834855	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930853	Illumina HiSeq 2000	DNA_423	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334462	ERP010115	missing	NA	DNA_423	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334462	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:15Z	public	DNA_423	hooded crow	NA	NA	NA	NA
ERR849943	WGS	200	10113255400	PRJEB9057	SAMEA3334663	6283269634	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930854	Illumina HiSeq 2000	DNA_424	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334663	ERP010115	missing	orientalis	DNA_424	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334663	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:17:54Z	public	DNA_424	Corvus corone orientalis X Corvus cornix	NA	NA	NA	NA
ERR849944	WGS	200	3601279200	PRJEB9057	SAMEA3334623	2320781437	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930855	Illumina HiSeq 2000	DNA_425	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334623	ERP010115	missing	orientalis	DNA_425	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334623	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:08Z	public	DNA_425	NA	NA	NA	NA	NA
ERR849945	WGS	200	7031127200	PRJEB9057	SAMEA3334463	4543061205	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930856	Illumina HiSeq 2000	DNA_426	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334463	ERP010115	missing	NA	DNA_426	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334463	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:10:24Z	public	DNA_426	hooded crow	NA	NA	NA	NA
ERR849946	WGS	200	874600	PRJEB9057	SAMEA3334631	549978	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930857	Illumina HiSeq 2000	DNA_427	PAIRED	RANDOM	GENOMIC	Corvus_pectoralis	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334631	ERP010115	missing	NA	DNA_427	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334631	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:16:39Z	public	DNA_427	collared crow	NA	NA	NA	NA
ERR849947	WGS	200	19846594200	PRJEB9057	SAMEA3334624	13046936153	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930858	Illumina HiSeq 2000	DNA_428	PAIRED	RANDOM	GENOMIC	Corvus_corone_orientalis	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334624	ERP010115	missing	orientalis	DNA_428	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334624	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:08Z	public	DNA_428	NA	NA	NA	NA	NA
ERR849949	WGS	200	4713906200	PRJEB9057	SAMEA3334464	3057299895	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930860	Illumina HiSeq 2000	DNA_430	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334464	ERP010115	missing	NA	DNA_430	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334464	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:10:24Z	public	DNA_430	hooded crow	NA	NA	NA	NA
ERR849950	WGS	200	3119522400	PRJEB9057	SAMEA3334465	2005115020	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930861	Illumina HiSeq 2000	DNA_431	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334465	ERP010115	missing	NA	DNA_431	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334465	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:10:24Z	public	DNA_431	hooded crow	NA	NA	NA	NA
ERR849951	WGS	200	3724214200	PRJEB9057	SAMEA3334466	2403815920	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930862	Illumina HiSeq 2000	DNA_432	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334466	ERP010115	missing	NA	DNA_432	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334466	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:10:24Z	public	DNA_432	hooded crow	NA	NA	NA	NA
ERR849952	WGS	200	2862543600	PRJEB9057	SAMEA3334576	1858239209	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930863	Illumina HiSeq 2000	DNA_433	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334576	ERP010115	missing	NA	DNA_433	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334576	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:15:42Z	public	DNA_433	rook	NA	NA	NA	NA
ERR849953	WGS	200	3837744600	PRJEB9057	SAMEA3334467	2481512430	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930864	Illumina HiSeq 2000	DNA_434	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334467	ERP010115	missing	NA	DNA_434	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334467	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:10:24Z	public	DNA_434	hooded crow	NA	NA	NA	NA
ERR849954	WGS	200	3505811400	PRJEB9057	SAMEA3334468	2255535705	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930865	Illumina HiSeq 2000	DNA_435	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334468	ERP010115	missing	NA	DNA_435	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334468	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_435	hooded crow	NA	NA	NA	NA
ERR849955	WGS	200	4341688400	PRJEB9057	SAMEA3334469	2773556596	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930866	Illumina HiSeq 2000	DNA_436	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334469	ERP010115	missing	NA	DNA_436	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334469	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_436	hooded crow	NA	NA	NA	NA
ERR849956	WGS	200	3858634200	PRJEB9057	SAMEA3334470	2489008966	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930867	Illumina HiSeq 2000	DNA_437	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334470	ERP010115	missing	NA	DNA_437	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334470	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:15Z	public	DNA_437	hooded crow	NA	NA	NA	NA
ERR849957	WGS	200	4399817400	PRJEB9057	SAMEA3334471	2848892096	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930868	Illumina HiSeq 2000	DNA_438	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334471	ERP010115	missing	NA	DNA_438	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334471	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:15Z	public	DNA_438	hooded crow	NA	NA	NA	NA
ERR849958	WGS	200	3514463200	PRJEB9057	SAMEA3334472	2259449216	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930869	Illumina HiSeq 2000	DNA_439	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334472	ERP010115	missing	NA	DNA_439	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334472	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_439	hooded crow	NA	NA	NA	NA
ERR849959	WGS	200	4115091400	PRJEB9057	SAMEA3334473	2629204922	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930870	Illumina HiSeq 2000	DNA_440	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334473	ERP010115	missing	NA	DNA_440	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334473	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_440	hooded crow	NA	NA	NA	NA
ERR849960	WGS	200	3563860200	PRJEB9057	SAMEA3334474	2284094922	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930871	Illumina HiSeq 2000	DNA_441	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334474	ERP010115	missing	NA	DNA_441	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334474	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_441	hooded crow	NA	NA	NA	NA
ERR849961	WGS	200	3550966600	PRJEB9057	SAMEA3334475	2261857629	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930872	Illumina HiSeq 2000	DNA_442	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334475	ERP010115	missing	NA	DNA_442	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334475	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_442	hooded crow	NA	NA	NA	NA
ERR849962	WGS	200	4168736600	PRJEB9057	SAMEA3334476	2651315213	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930873	Illumina HiSeq 2000	DNA_443	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334476	ERP010115	missing	NA	DNA_443	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334476	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_443	hooded crow	NA	NA	NA	NA
ERR849963	WGS	200	4130212000	PRJEB9057	SAMEA3334577	2639433308	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930874	Illumina HiSeq 2000	DNA_444	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334577	ERP010115	missing	NA	DNA_444	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334577	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:00:47Z	public	DNA_444	rook	NA	NA	NA	NA
ERR849964	WGS	200	4467299200	PRJEB9057	SAMEA3334477	2871753923	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930875	Illumina HiSeq 2000	DNA_445	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334477	ERP010115	missing	NA	DNA_445	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334477	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_445	hooded crow	NA	NA	NA	NA
ERR849965	WGS	200	4266946400	PRJEB9057	SAMEA3334478	2741747576	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930876	Illumina HiSeq 2000	DNA_446	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334478	ERP010115	missing	NA	DNA_446	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334478	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_446	hooded crow	NA	NA	NA	NA
ERR849966	WGS	200	2855235800	PRJEB9057	SAMEA3334479	1830662388	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930877	Illumina HiSeq 2000	DNA_447	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334479	ERP010115	missing	NA	DNA_447	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334479	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_447	hooded crow	NA	NA	NA	NA
ERR849967	WGS	200	3102389600	PRJEB9057	SAMEA3334480	2015142282	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930878	Illumina HiSeq 2000	DNA_448	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334480	ERP010115	missing	NA	DNA_448	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334480	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_448	hooded crow	NA	NA	NA	NA
ERR849969	WGS	200	3279505600	PRJEB9057	SAMEA3334481	2181023369	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930880	Illumina HiSeq 2000	DNA_450	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334481	ERP010115	missing	NA	DNA_450	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334481	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_450	hooded crow	NA	NA	NA	NA
ERR849970	WGS	200	2070193000	PRJEB9057	SAMEA3334482	1348493552	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930881	Illumina HiSeq 2000	DNA_451	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334482	ERP010115	missing	NA	DNA_451	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334482	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_451	hooded crow	NA	NA	NA	NA
ERR849971	WGS	200	2481385000	PRJEB9057	SAMEA3334483	1623858537	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930882	Illumina HiSeq 2000	DNA_452	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334483	ERP010115	missing	NA	DNA_452	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334483	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_452	hooded crow	NA	NA	NA	NA
ERR849972	WGS	200	1911447800	PRJEB9057	SAMEA3334578	1257903158	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930883	Illumina HiSeq 2000	DNA_453	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334578	ERP010115	missing	NA	DNA_453	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334578	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:15:42Z	public	DNA_453	rook	NA	NA	NA	NA
ERR849973	WGS	200	2581193000	PRJEB9057	SAMEA3334484	1710945038	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930884	Illumina HiSeq 2000	DNA_454	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334484	ERP010115	missing	NA	DNA_454	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334484	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_454	hooded crow	NA	NA	NA	NA
ERR849974	WGS	200	2352117400	PRJEB9057	SAMEA3334485	1551169510	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930885	Illumina HiSeq 2000	DNA_455	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334485	ERP010115	missing	NA	DNA_455	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334485	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_455	hooded crow	NA	NA	NA	NA
ERR849975	WGS	200	2816047600	PRJEB9057	SAMEA3334486	1824498949	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930886	Illumina HiSeq 2000	DNA_456	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334486	ERP010115	missing	NA	DNA_456	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334486	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_456	hooded crow	NA	NA	NA	NA
ERR849976	WGS	200	2615246200	PRJEB9057	SAMEA3334487	1730318288	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930887	Illumina HiSeq 2000	DNA_457	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334487	ERP010115	missing	NA	DNA_457	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334487	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_457	hooded crow	NA	NA	NA	NA
ERR849977	WGS	200	2870816400	PRJEB9057	SAMEA3334488	1885532228	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930888	Illumina HiSeq 2000	DNA_458	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334488	ERP010115	missing	NA	DNA_458	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334488	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_458	hooded crow	NA	NA	NA	NA
ERR849978	WGS	200	2311925400	PRJEB9057	SAMEA3334489	1525246664	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930889	Illumina HiSeq 2000	DNA_459	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334489	ERP010115	missing	NA	DNA_459	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334489	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_459	hooded crow	NA	NA	NA	NA
ERR849979	WGS	200	2737282400	PRJEB9057	SAMEA3334490	1772706761	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930890	Illumina HiSeq 2000	DNA_460	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334490	ERP010115	missing	NA	DNA_460	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334490	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_460	hooded crow	NA	NA	NA	NA
