BioSample,lat_lon
SAMEA4799715,9.2983 N 82.2894 E
SAMEA4799710,9.3775 N 82.3039 E
SAMEA4799716,9.2983 N 82.2894 E
SAMEA4799714,9.2983 N 82.2894 E
SAMEA4799706,NA
SAMEA4799682,16.7653 N 88.1442 E
SAMEA4799683,16.7653 N 88.1442 E
SAMEA4799684,16.8008 N 88.0789 E
SAMEA4799685,16.8008 N 88.0789 E
SAMEA4799686,16.8008 N 88.0789 E
SAMEA4799687,16.8008 N 88.0789 E
SAMEA4799688,16.8008 N 88.0789 E
SAMEA4799689,16.7653 N 88.1442 E
SAMEA4799690,16.7653 N 88.1442 E
SAMEA4799691,16.7653 N 88.1442 E
SAMEA4799692,16.8058 N 88.0792 E
SAMEA4799693,16.8058 N 88.0792 E
SAMEA4799694,15.9558 N 83.2931 E
SAMEA4799695,15.9558 N 83.2931 E
SAMEA4799696,15.9558 N 83.2931 E
SAMEA4799697,15.9558 N 83.2931 E
SAMEA4799698,15.9558 N 83.2931 E
SAMEA4799699,15.9558 N 83.2931 E
SAMEA4799700,15.9558 N 83.2931 E
SAMEA4799701,15.9558 N 83.2931 E
SAMEA4799702,15.9558 N 83.2931 E
SAMEA4799703,15.9558 N 83.2931 E
SAMEA4799704,15.9558 N 83.2931 E
SAMEA4799705,15.9558 N 83.2931 E
SAMEA4799755,9.3681 N 82.2928 E
SAMEA4799754,9.2983 N 82.2894 E
SAMEA4799747,10.2392 N 83.1731 E
SAMEA4799753,9.2983 N 82.2894 E
SAMEA4799746,10.2392 N 83.1731 E
SAMEA4799750,10.2392 N 83.1731 E
SAMEA4799745,9.3775 N 82.3039 E
SAMEA4799749,10.2392 N 83.1731 E
SAMEA4799748,10.2392 N 83.1731 E
SAMEA4799744,10.2392 N 83.1731 E
SAMEA4799752,9.2983 N 82.2894 E
SAMEA4799751,9.3775 N 82.3039 E
SAMEA4799743,10.2392 N 83.1731 E
SAMEA4799719,16.7653 N 88.1442 E
SAMEA4799720,16.7653 N 88.1442 E
SAMEA4799722,16.7653 N 88.1442 E
SAMEA4799723,16.7653 N 88.1442 E
SAMEA4799725,16.7653 N 88.1442 E
SAMEA4799726,16.7653 N 88.1442 E
SAMEA4799727,16.7653 N 88.1442 E
SAMEA4799729,16.7653 N 88.1442 E
SAMEA4799730,16.7653 N 88.1442 E
SAMEA4799731,15.9558 N 83.2931 E
SAMEA4799732,15.9558 N 83.2931 E
SAMEA4799733,15.9558 N 83.2931 E
SAMEA4799734,15.9558 N 83.2931 E
SAMEA4799736,15.9558 N 83.2931 E
SAMEA4799737,15.9558 N 83.2931 E
SAMEA4799738,15.9558 N 83.2931 E
SAMEA4799739,15.9558 N 83.2931 E
SAMEA4799740,15.9558 N 83.2931 E
SAMEA4799741,15.9558 N 83.2931 E
SAMEA4799742,15.9558 N 83.2931 E
SAMEA4799735,15.9558 N 83.2931 E
SAMEA4799721,16.8058 N 88.0792 E
SAMEA4799728,16.7653 N 88.1442 E
SAMEA4799724,16.7653 N 88.1442 E
SAMEA4799785,9.2983 N 82.2894 E
SAMEA4799787,9.3328 N 82.2547 E
SAMEA4799788,9.2894 N 82.2589 E
SAMEA4799781,9.3328 N 82.2547 E
SAMEA4799790,9.3328 N 82.2547 E
SAMEA4799783,9.3328 N 82.2547 E
SAMEA4799782,9.3328 N 82.2547 E
SAMEA4799791,9.3481 N 82.2633 E
SAMEA4799784,9.3328 N 82.2547 E
SAMEA4799789,9.3328 N 82.2547 E
SAMEA4799786,9.3328 N 82.2547 E
SAMEA4799780,10.2392 N 83.1731 E
SAMEA4799779,NA
SAMEA4799756,16.7653 N 88.1442 E
SAMEA4799757,NA
SAMEA4799758,NA
SAMEA4799759,NA
SAMEA4799761,16.7078 N 87.8598 E
SAMEA4799762,16.8936 N 88.1226 E
SAMEA4799763,16.8008 N 88.0789 E
SAMEA4799764,16.8936 N 88.1226 E
SAMEA4799765,16.8936 N 88.1226 E
SAMEA4799766,16.8936 N 88.1226 E
SAMEA4799768,15.9558 N 83.2931 E
SAMEA4799770,15.9558 N 83.2931 E
SAMEA4799771,15.9558 N 83.2931 E
SAMEA4799772,15.9558 N 83.2931 E
SAMEA4799774,15.9558 N 83.2931 E
SAMEA4799776,15.9558 N 83.2931 E
SAMEA4799777,15.9558 N 83.2931 E
SAMEA4799778,15.9558 N 83.2931 E
SAMEA4799767,16.8936 N 88.1226 E
SAMEA4799760,16.7653 N 88.1442 E
SAMEA4799769,15.9558 N 83.2931 E
SAMEA4799775,15.9558 N 83.2931 E
SAMEA4799773,15.9558 N 83.2931 E
SAMEA1317600,"34.780885° N, 137.347818° E"
SAMEA1317593,"34.780885° N, 137.347818° E"
SAMEA1317608,"34.780885° N, 137.347818° E"
SAMEA1317601,"34.780885° N, 137.347818° E"
SAMEA1317615,"34.780885° N, 137.347818° E"
SAMEA1317610,"34.780885° N, 137.347818° E"
SAMEA1317612,"34.780885° N, 137.347818° E"
SAMEA1317616,"34.780885° N, 137.347818° E"
SAMEA1317599,"34.780885° N, 137.347818° E"
SAMEA1317598,"34.780885° N, 137.347818° E"
SAMEA1317596,"34.780885° N, 137.347818° E"
SAMEA1317594,"34.780885° N, 137.347818° E"
SAMEA1317603,"34.780885° N, 137.347818° E"
SAMEA1317605,"34.780885° N, 137.347818° E"
SAMEA1317614,"34.780885° N, 137.347818° E"
SAMEA1317604,"34.780885° N, 137.347818° E"
SAMN03568550,"N 23°16.624 ́
W 98° 56.315 ́"
SAMN03568563,"N 25° 59' 9.240""
W 97° 31' 53.760"""
SAMN03568562,"N 22° 50' 30.120""
W 99° 1' 33.439"""
SAMN03568558,"N 25° 53' 58.812""
W 97° 28' 46.2"""
SAMN03568568,"N 29° 51' 28.800""
W 97° 51' 51.120"""
SAMN03568559,"N 24°02'35.6""
W 98°54'15.9"""
SAMN03568567,"N 22° 48' 44.280""
W 99° 0' 45.000"""
SAMN03568565,"N 24° 02.848 ́
W 98° 22.264 ́"
SAMN03568566,"N 22° 43' 28.523""
W 98° 52' 8.604"""
SAMN03568557,"N 24°02.848 ́
W 98° 22.264 ́"
SAMN03568557,"N 25° 59' 11.400""
W 97° 31' 52.680"""
SAMN03568554,"N 21°56.363 ́
W 98° 53.296 ́"
SAMN03568551,"N 22° 48' 44.280""
W 99° 0' 45.000"""
SAMN03568555,"N 21°56.363 ́
W 98° 53.296 ́"
SAMN03568553,"N 21°56.363 ́
W 98° 53.296 ́"
SAMN03568556,"N 21°56.363 ́
W 98° 53.296 ́"
SAMN03568552,"N 22°23.425 ́
W 97° 55.828 ́"
SAMN03568550,"N 23°16.624 ́
W 98° 56.315 ́"
SAMN03568563,"N 25° 59' 9.240""
W 97° 31' 53.760"""
SAMN03568562,"N 22° 50' 30.120""
W 99° 1' 33.439"""
SAMN03568558,"N 25° 53' 58.812""
W 97° 28' 46.2"""
SAMN03568568,"N 29° 51' 28.800""
W 97° 51' 51.120"""
SAMN03568559,"N 24°02'35.6""
W 98°54'15.9"""
SAMN03568567,"N 22° 48' 44.280""
W 99° 0' 45.000"""
SAMN03568565,"N 24° 02.848 ́
W 98° 22.264 ́"
SAMN03568566,"N 22° 43' 28.523""
W 98° 52' 8.604"""
SAMN03568557,"N 24°02.848 ́
W 98° 22.264 ́"
SAMN03568557,"N 25° 59' 11.400""
W 97° 31' 52.680"""
SAMN03568554,"N 21°56.363 ́
W 98° 53.296 ́"
SAMN03568551,"N 22° 48' 44.280""
W 99° 0' 45.000"""
SAMN03568555,"N 21°56.363 ́
W 98° 53.296 ́"
SAMN03568553,"N 21°56.363 ́
W 98° 53.296 ́"
SAMN03568556,"N 21°56.363 ́
W 98° 53.296 ́"
SAMN03568552,"N 22°23.425 ́
W 97° 55.828 ́"
SAMN06046576,60.37 N 6.14 E
SAMN06046549,56.76 N 5.88 W
SAMN06046550,56.76 N 5.88 W
SAMN06046604,58.62 N 8.93 E
SAMN06046574,60.37 N 6.14 E
SAMN06046559,58.45 N 5.99 E
SAMN06046590,58.96 N 5.73 E
SAMN06046585,63.46 N 7.69 E
SAMN06046557,58.45 N 5.99 E
SAMN06046566,58.34 N 11.56 E
SAMN06046560,58.45 N 5.99 E
SAMN06046548,56.76 N 5.88 W
SAMN06046582,63.46 N 7.69 E
SAMN06046602,58.62 N 8.93 E
SAMN06046571,58.34 N 11.56 E
SAMN06046554,56.76 N 5.88 W
SAMN06046565,58.34 N 11.56 E
SAMN06046600,58.62 N 8.93 E
SAMN06046586,63.46 N 7.69 E
SAMN06046584,63.46 N 7.69 E
SAMN06046561,58.45 N 5.99 E
SAMN06046603,58.62 N 8.93 E
SAMN06046568,58.34 N 11.56 E
SAMN06046597,58.62 N 8.93 E
SAMN06046589,58.96 N 5.73 E
SAMN06046573,60.37 N 6.14 E
SAMN06046601,58.62 N 8.93 E
SAMN06046553,56.76 N 5.88 W
SAMN06046592,58.96 N 5.73 E
SAMN06046551,56.76 N 5.88 W
SAMN06046587,63.46 N 7.69 E
SAMN06046569,58.34 N 11.56 E
SAMN06046547,58.46 N 8.77 E
SAMN06046555,58.45 N 5.99 E
SAMN06046593,58.96 N 5.73 E
SAMN06046598,58.62 N 8.93 E
SAMN06046599,58.62 N 8.93 E
SAMN06046583,63.46 N 7.69 E
SAMN06046591,58.96 N 5.73 E
SAMN06046572,58.34 N 11.56 E
SAMN06046575,60.37 N 6.14 E
SAMN06046595,58.96 N 5.73 E
SAMN06046570,58.34 N 11.56 E
SAMN06046563,58.34 N 11.56 E
SAMN06046588,63.46 N 7.69 E
SAMN06046546,58.46 N 8.77 E
SAMN06046544,58.46 N 8.77 E
SAMN06046564,58.34 N 11.56 E
SAMN06046552,56.76 N 5.88 W
SAMN06046558,58.45 N 5.99 E
SAMN06046542,58.46 N 8.77 E
SAMN06046578,60.37 N 6.14 E
SAMN06046580,60.37 N 6.14 E
SAMN06046567,58.34 N 11.56 E
SAMN06046540,58.46 N 8.77 E
SAMN06046545,58.46 N 8.77 E
SAMN06046556,58.45 N 5.99 E
SAMN06046541,58.46 N 8.77 E
SAMN06046579,60.37 N 6.14 E
SAMN06046543,58.46 N 8.77 E
SAMN06046577,60.37 N 6.14 E
SAMN06046581,63.46 N 7.69 E
SAMN06046596,58.96 N 5.73 E
SAMN06046594,58.96 N 5.73 E
SAMN06046562,58.45 N 5.99 E
